Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Best Western Plus Hotel,420 boul. Monseigneur-Dubois,,St-Jerome,QC,J7Y 3L8,,450-438-1155,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,45.780488,-74.01704,2020-04-10,82922,2020-04-14 22:13:47 UTC,P,,,2016-06-15,,,,,J1772,CA,,Accessible 24 heures par jour; Å  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Parc des Chutes,3701 boul. Ducharme,,La Tuque,QC,G9X 4T4,,819-523-8200  819-523-5930,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,47.389023,-72.785041,2019-10-10,82924,2020-04-14 22:13:47 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Cafe Morgane Jean-Xx-Iii,5680 boul. Jean-Xxiii,,Trois-Rivieres-Ouest,QC,G8Z 4B5,,819-841-0444,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,46.3328697505292,-72.5931184748688,2019-07-10,82927,2020-04-14 22:13:47 UTC,P,,,2015-03-05,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Caisse Desjardins,75 Av Saint-Laurent,,Louiseville,QC,J5V 1J6,,855-519-2366,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,46.255803,-72.941361,2019-10-10,82929,2020-04-14 22:13:47 UTC,P,,,2013-06-05,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,BANK,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Auberge la Seigneurie des Monts Inc,21 1re Ave E,,St-Anne-des-Monts,QC,G4V 1A2,,418-763-5308,E,,Public,24 hours daily; for clients use only,A Cash Checks M V,,,,,1,,,Non-Networked,,200-8,49.130298,-66.485228,2020-04-10,82930,2020-04-14 22:13:47 UTC,P,,,2016-06-15,,,,,J1772,CA,,"Accessible 24 heures par jour, pour les clients seulement",,Public,,public,,,HOTEL,,,,,,,$5 per charge for others,$5 de charge pour les autres,,,,,,,,
ELEC,Centre le Sillon,3491 Ch Royal,,St-Francois-de-l'Ile-d'Orleans,QC,G0A 3S0,,418-829-3100,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,47.002766,-70.813254,2020-04-10,82935,2020-04-14 22:13:47 UTC,P,,,2015-09-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Château Repotel Henri IV,2500 Ave St Jean Baptiste,,Quebec,QC,G2E 6J5,,866-520-2022,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,GPS,46.8045509921976,-71.3316250023079,2020-04-10,82938,2020-04-14 22:13:47 UTC,P,,,2016-06-26,,,,,J1772,CA,,Accessible 24 heures par jour; Å  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Chocolaterie de l'Ile d'Orleans,150 Ch du Bout de l'Ile,,St-Petronille,QC,G0A 4C0,,418-828-2252,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,46.8538613,-71.133391,2020-04-10,82940,2020-04-14 22:13:47 UTC,P,,,2014-06-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Domaine & Vins Gelinas,267 Rang de Saint-François-de-Pique-Dur,,St-Sévère,QC,G0X 3B0,,819-264-5511,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,46.3804153098163,-72.9295322991638,2020-04-10,82941,2020-04-14 22:13:47 UTC,P,,,2016-10-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Ecole de Sainte-Famille,2482 Ch Royal,,St-Famille,QC,G0A 3P0,,418-829-3572  418-829-0297,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,46.973152,-70.962167,2020-04-10,82943,2020-04-14 22:13:47 UTC,P,,,2014-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SCHOOL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Esterel Resort,39 Chemin Fridolin-Simard,,Estérel,QC,J0T 1E0,,450-228-2571,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,GPS,46.0361799748566,-74.0262212010498,2019-08-09,82946,2020-04-14 22:13:47 UTC,P,,,2018-04-20,,,,,J1772,CA,,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Hotel Baker,178 rue de la Reine,,Gaspe,QC,G4X 1T6,,418-368-3355,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,48.827861,-64.48693,2019-09-11,82948,2020-04-14 22:13:47 UTC,P,,,2012-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Riotel Matane,250 Av du Phare E,,Matane,QC,G4W 3N4,,877-566-2651,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,48.852204,-67.524649,2019-09-11,82950,2020-04-14 22:13:47 UTC,P,,,2013-02-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Hotel Gouverneur,975 rue Hart,,Trois-Rivieres,QC,G9A 4S3,,819-379-4550,E,,Public,24 hours daily; free for guest use only,,,,,,3,,,Non-Networked,,GPS,46.3442314028896,-72.5403913716888,2019-07-10,82954,2020-04-14 22:13:47 UTC,P,,,2016-09-15,,,,,J1772,CA,,Accessible 24 heures par jour; gratuit à l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Hotel Sommet des Neiges,150 Ch au Pied-de-la-Montagne,,Mont-Tremblant,QC,J8E 3M2,,819-681-9000,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,200-9,46.210902,-74.581843,2019-09-11,82970,2020-04-14 22:13:47 UTC,P,,,2015-07-15,,,,,J1772,CA,,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free for guest,Gratuit pour les clients,,,,,,,,
ELEC,Hotel Port-Royal,144 rue Saint-Pierre,,Québec,QC,G1K 8N8,,418-692-2777,E,,Public,24 hours daily,A Cash Debit M V,,,,,1,,,Non-Networked,,200-9,46.81649,-71.2031,2020-04-10,82972,2020-04-14 22:13:47 UTC,P,,,2015-10-20,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,$25 per day,25$ par jour,,,,,,,,
ELEC,Hopital General Juif,3755 Ch de la Cote-Sainte-Catherine,,Montreal,QC,H3T 1E2,,514-340-8222,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,45.497712,-73.628336,2017-11-02,82973,2020-05-06 15:18:55 UTC,P,,,2016-08-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOSPITAL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Hotel Montfort Nicolet,1141 rue Saint-Jean-Baptiste,,Nicolet,QC,J3T 1W4,,819-293-6262,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,46.234117,-72.633154,2019-11-08,82976,2020-04-14 22:13:47 UTC,P,,,2013-08-15,,,,,J1772,CA,,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Independent Grocers Alliance,465 Av Bethany,,Lachute,QC,J8H 4H3,,450-562-6882,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.64161,-74.32741,2019-09-11,82980,2020-04-14 22:13:47 UTC,P,,,2015-02-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,GROCERY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,IKEA,586 Ch de Touraine,,Boucherville,QC,J4B 5E4,,450-449-8096,E,,Public,"10am-9pm M-F, 9am-5pm Sat-Sun",,,,,,2,,,Non-Networked,,GPS,45.5726437187251,-73.4011341534424,2019-08-09,82982,2020-04-14 22:13:47 UTC,P,,,2015-03-15,,,,,J1772,CA,,"10:00-21:00 LUN-VEN, 9:00-17:00 SAM-DIM",,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,IKEA Administration,9191 boul. Cavendish,,Ville St Laurent,QC,H4T 1M8,,514-738-5556,E,,Public,7am-11pm daily,,,,,,6,,,Non-Networked,,200-9,45.4919,-73.691464,2019-06-06,82986,2020-04-14 22:13:47 UTC,P,,,2016-04-05,,,,,J1772,CA,,7:00-23:00 tous les jours,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Le Rond Coin,340 rue Saint-Louis,,St-Elie-de-Caxton,QC,G0X 2N0,,819-221-3332,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,46.497494,-72.95463,2020-04-10,82988,2020-04-14 22:13:47 UTC,P,,,2015-09-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Manoir Mauvide-Genest,4818 Chemin Royal,,Saint-Jean-de-l'Île-d'Orléans,QC,G0A 3W0,,418-829-2630,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,46.9146973078095,-70.9021718610993,2018-06-11,82990,2020-05-06 15:18:55 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUSEUM,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Marcel Dionne et Fils Club Piscine,905 rue de Lausanne,,Rimouski,QC,G5L 8Y9,,418-723-1692,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,48.412116,-68.572969,2020-04-10,82991,2020-04-14 22:13:47 UTC,P,,,2015-09-15,,,,,J1772,CA,,Accessible 24 heure par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Montreal Children's Hospital,1001 boul. Decarie,,Montreal,QC,H4A 3J1,,514-412-4400,E,,Public,24 hours daily,,,,,1,,,,Non-Networked,,200-9,45.471993,-73.601936,2019-09-11,82993,2020-04-14 22:13:47 UTC,P,,,2016-04-15,,,,,NEMA515,CA,,Accessible 24 heures par jour,,Public,,public,,,HOSPITAL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Motos Illimitees,3250 boul des Entreprises,,Terrebonne,QC,J6X 4J8,,450-477-4000,E,,Public - Call ahead,9am-6pm M-W; 9am-9pm Th-F; 9am-4pm Sat,,,,,,2,,,Non-Networked,,200-9,45.724313,-73.690931,2017-05-11,82994,2020-05-06 15:18:55 UTC,P,,,2016-07-15,,,,,J1772,CA,,9:00-18:00 LUN-MER; 9:00-21:00 JEU-VEN; 9:00-16:00 SAM,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Municipal Garage,515 Route Des Pretres,,St-Pierre,QC,G0A 4E0,,418-828-2962,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,46.8890041607351,-71.0702834490738,2020-04-10,82999,2020-04-14 22:13:47 UTC,P,,,2016-05-14,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Metro Plus Fournier,850 boul. Thibeau,,Trois-Rivieres,QC,G8T 7A6,,819-376-3028,E,,Public,8am-10pm daily,,,,,,2,,,Non-Networked,,GPS,46.3874951702741,-72.5528850370483,2019-07-10,83005,2020-04-14 22:13:47 UTC,P,,,2017-07-15,,,,,J1772,CA,,8:00-22:00 tous les jours,,Public,,public,,,GROCERY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Metro Plus Shawinigan,4175 boul. de Shawinigan-Sud,,Shawinigan-Sud,QC,G9P 4G3,,819-537-3724,E,,Public,8am-10pm daily,,,,,,2,,,Non-Networked,,200-9,46.504713,-72.728283,2019-11-08,83008,2020-04-14 22:13:47 UTC,P,,,2018-06-01,,,,,J1772,CA,,8:00-22:00 par jour,,Public,,public,,,GROCERY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Municipalite de Napierville,118 rue de la Gare,,Napierville,QC,J0J 1L0,,514-829-2401,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,45.187651,-73.407445,2020-04-10,83009,2020-04-14 22:13:47 UTC,P,,,2016-02-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Petro-Canada,249 Cote Joyeuse,,St. Raymond,QC,G3L 4A8,,418-337-1277,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,46.883383,-71.834105,2020-07-13,83015,2020-07-13 20:37:05 UTC,P,,,2017-03-28,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Pneus Ratte Limoilou,103 3e Ave,,Quebec,QC,G1L 2V3,,418-529-5378,E,,Public,24 hours daily; for client use only,,,,,,1,,,Non-Networked,,200-9,46.820527,-71.224794,2020-04-10,83016,2020-04-14 22:13:47 UTC,P,,,2014-03-15,,,,,J1772,CA,,Accessible 24 heures par jour; Å  l'usage des clients seulement,,Public,,public,,,GAS_STATION,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Promenade Papineau,5490 rue de la Gare,,Lac Megantic,QC,G6B 2H1,,819-583-2441,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,45.5758737527504,-70.8796425899353,2019-09-11,83017,2020-04-14 22:13:47 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Surgenor Gatineau Chevrolet Cadillac,950 boul. Saint-Joseph,,Gatineau,QC,J8Z 1S9,,819-777-2731,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.466558,-75.737677,2019-09-11,83026,2020-04-14 22:13:47 UTC,P,,,2016-04-13,,,,,J1772,CA,,Accessible 24 heures par jour,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Relaxarium Hotel le Georgesville,300 118e rue,,St-Georges,QC,G5Y 3E3,,418-227-3000,E,,Public,24 hours daily; for clients only,,,,,,2,,,Non-Networked,,200-9,46.121958,-70.670589,2020-04-10,83033,2020-04-14 22:13:47 UTC,P,,,2018-03-15,,,,,J1772,CA,,Accessible 24 heures par jour; pour les clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,"Stationnement de courtoisie, Ville d'Amos",81 boul. Mercier,,Amos,QC,J9T 2N8,,819-732-3254,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,48.571598,-78.121816,2019-08-09,83042,2020-04-14 22:13:47 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PARKING_LOT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Temiscamingue - Latulipe-Gaboury,71 QC-101,,Notre-Dame-du-Nord,QC,J0Z 3B0,,819-747-4281,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,47.598449,-79.481908,2020-04-10,83044,2020-04-14 22:13:47 UTC,P,,,2016-05-16,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,$2 per session,2$ par session,,,,,,,,
ELEC,Church,14 rue de l'Église,,St-Jean-de-l'Île-d'Orléans,QC,G0A 3W0,,418-829-2630,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,46.9204381453877,-70.8895657976227,2020-04-10,83046,2020-04-14 22:13:47 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Restaurant Grec Baie-Jolie,9151 rue Notre Dame O,,Trois-Rivieres,QC,G9B 6T2,,819-377-2511,E,,Public,24 hours daily,,,,,,5,,,Non-Networked,,GPS,46.2951722618798,-72.6187529828034,2019-07-10,83048,2020-04-14 22:13:47 UTC,P,,,2012-04-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Restaurant Pastali,4 boul. Perron O,,Pointe-a-la-Croix,QC,G0C 1L0,,418-788-2962,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,48.200509,-65.934777,2020-04-10,83049,2020-04-14 22:13:47 UTC,P,,,2015-10-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Camping de Carleton-sur-Mer,319 Av du Phare,,Carleton,QC,G0C 1J0,,418-364-3992,E,,Public,24 hours daily; available Jun-Sep only,,,,,,1,,,Non-Networked,,,48.0924097,-66.100134,2017-10-03,83122,2020-05-06 15:18:55 UTC,LG,,,2016-07-01,,,,,J1772,CA,,Accessible 24 heures par jour; disponible de JUN-SEP,,Public,,public,,,CAMPGROUND,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Centre Boucles d'Amours,234 boul. Tache E,,Montmagny,QC,G5V 1C2,,,E,,Public - Call ahead,For employee use only,,,,,,1,,,Non-Networked,,200-9,46.984874,-70.549737,2019-09-11,83123,2020-04-14 22:13:47 UTC,P,,,2017-05-15,,,,,J1772,CA,,Ã€ l'usage des employÃ©s seulement,,Public - Appeler à l'avance,,public,CALL,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Garage Travaux Publics,725 Ave Lord,,Rouyn-Noranda,QC,J9X 7A6,,,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,48.223764,-79.023459,2020-04-10,83128,2020-04-14 22:13:47 UTC,P,,,2014-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,$2.50 per session,2.50$ par session,,,,,,,,
ELEC,Hopital de La Malbaie,303 rue Saint-Etienne,,La Malbaie,QC,G5A 1T1,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,47.655761,-70.15208,2019-09-11,83153,2020-04-14 22:13:47 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOSPITAL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Caisse Desjardins,308 4e Av Painchaud,,La Pocatiere,QC,G0R 1Z0,,418-856-2340,E,,Public,24 hours daily,Cash,,,,,2,,,Non-Networked,,200-8,47.367982,-70.038639,2019-09-11,83192,2020-04-14 22:13:47 UTC,P,,,2015-07-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,BANK,,,,,,,$1 per hour for public; free for employees,1$ de l'heure pour le public; gratuit pour les employÃ©s,,,,,,,,
ELEC,Fromagerie des Basques,69 Rte 132 O,,Trois-Pistoles,QC,G0L 4K0,,418-851-2189,E,,Public,24 hours daily,Cash,,,,,2,,,Non-Networked,,GPS,48.1058930543517,-69.2073362751465,2019-05-07,83195,2020-04-14 22:13:47 UTC,P,,,2015-07-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,$2 per hour,2$ par heure,,,,,,,,
ELEC,Centre Jeunesse de l'Estrie,6435 rue Notre-Dame,,Lac-Megantic,QC,G6B 2M9,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.570655,-70.874889,2019-10-10,83208,2020-04-14 22:13:47 UTC,P,,,2017-01-15,,,,,J1772,CA,,Accessible 24 heurs par jours,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Pub St-Alex,652 Route 289,,St-Alexandre,QC,G0L 2G0,,418-970-0506,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,47.680968,-69.620658,2020-04-10,83231,2020-04-14 22:13:47 UTC,P,,,2014-02-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Motel de la Montagne,169 rue Varin,,St-Pascal,QC,G0L 3Y0,,418-492-3134,E,,Public,24 hours daily,Cash,,,,,1,,,Non-Networked,,200-9,47.533623,-69.820806,2020-04-10,83241,2020-04-14 22:13:47 UTC,P,,,2014-08-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,$1 per hour,1$ par heure,,,,,,,,
