,stop_id,stop_code,stop_name,stop_url,wheelchair,route_id,loc_type,service_id,geometry
3893,53981,53981,Polyvalente Édouard-Montpetit,http://m.stm.info/fr/horaires/arrets/53981/bus,1,"85,362",0,20S,POINT (302145.0041466909 5048498.420818154)
3894,53982,53982,Hochelaga / Vimont,http://m.stm.info/fr/horaires/arrets/53982/bus,2,"85,362",0,20S,POINT (301552.5198873145 5047050.541222678)
3895,53983,53983,Clark / Mozart,http://m.stm.info/fr/horaires/arrets/53983/bus,1,"55,363",0,20S,POINT (295731.3145137263 5043654.414525548)
3896,53984,53984,Clark / Saint-Zotique,http://m.stm.info/fr/horaires/arrets/53984/bus,1,"55,363",0,20S,POINT (295972.518151454 5043498.70880904)
3897,53985,53985,Crémazie / de Reims,http://m.stm.info/fr/horaires/arrets/53985/bus,1,100,0,20S,POINT (293620.5286918799 5044446.189210595)
3898,53986,53986,Station Charlevoix,http://m.stm.info/fr/horaires/arrets/53986/bus,1,101,0,20S,POINT (299385.1240161246 5037561.348175052)
3899,53987,53987,Viau / Boulangerie POM,http://m.stm.info/fr/horaires/arrets/53987/bus,1,"136,353",0,20S,POINT (300775.3350599396 5047181.683269624)
3900,53988,53988,Stade Saputo,http://m.stm.info/fr/horaires/arrets/53988/bus,1,"136,353",0,20S,POINT (300840.8700581527 5047124.408660945)
3901,53989,53989,Sherbrooke / Yves-Thériault,http://m.stm.info/fr/horaires/arrets/53989/bus,1,"86,186,430,486",0,20S,POINT (304667.4887737392 5059923.547144317)
3902,53990,53990,François-Perrault / Michel-Ange,http://m.stm.info/fr/horaires/arrets/53990/bus,1,99,0,20S,POINT (296800.0066677691 5046942.564808544)
3903,53992,53992,Lac aux Castors (Remembrance / No 2000),http://m.stm.info/fr/horaires/arrets/53992/bus,1,"11,711",0,20S,POINT (296945.5103827618 5039951.894190526)
3904,53994,53994,Honoré-Beaugrand / Fonteneau,http://m.stm.info/fr/horaires/arrets/53994/bus,1,28,0,20S,POINT (301638.0822613435 5050924.671529894)
3905,53995,53995,Honoré-Beaugrand / Fonteneau,http://m.stm.info/fr/horaires/arrets/53995/bus,1,28,0,20S,POINT (301594.6319087123 5050931.694980267)
3906,53996,53996,Chénier / Honoré-Beaugrand,http://m.stm.info/fr/horaires/arrets/53996/bus,1,28,0,20S,POINT (301385.1280752463 5051009.153970772)
3907,53997,53997,Monk / De Biencourt,http://m.stm.info/fr/horaires/arrets/53997/bus,1,36,0,20S,POINT (297290.7643906168 5035424.028110621)
3908,53998,53998,Place Jacques-Cartier,http://m.stm.info/fr/horaires/arrets/53998/bus,1,361,0,20S,POINT (300573.3007346368 5040906.904627869)
3909,53999,53999,Terminus Sherbrooke / Gouin,http://m.stm.info/fr/horaires/arrets/53999/bus,1,183,0,20S,POINT (305432.6705658418 5061943.329217251)
3910,54000,54000,Armand-Bombardier / Perras,http://m.stm.info/fr/horaires/arrets/54000/bus,1,"44,353,372,449",0,20S,POINT (297263.5373971764 5055349.611938857)
3911,54001,54001,Metcalfe / Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/54001/bus,1,420,0,20S,POINT (299139.728464048 5040091.890614745)
3912,54002,54002,Hochelaga / Garnison Montréal,http://m.stm.info/fr/horaires/arrets/54002/bus,1,"85,362",0,20S,POINT (302191.4868787542 5048609.422104002)
3913,54003,54003,Sainte-Catherine / Frontenac,http://m.stm.info/fr/horaires/arrets/54003/bus,1,"34,353",0,20S,POINT (301259.4328260595 5043385.475810073)
3914,54004,54004,Metcalfe / René-Lévesque,http://m.stm.info/fr/horaires/arrets/54004/bus,1,"420,715",0,20S,POINT (299340.2206252076 5039957.245113937)
3915,54006,54006,de l'Acadie / De Salaberry,http://m.stm.info/fr/horaires/arrets/54006/bus,1,180,0,20S,POINT (289544.3696137228 5044525.129685906)
3916,54008,54008,Station Honoré-Beaugrand / Terminus Nord,http://m.stm.info/fr/horaires/arrets/54008/bus,1,487,0,20S,POINT (301966.2241031437 5050782.931664403)
3917,54009,54009,Bourbonnière / Rachel,http://m.stm.info/fr/horaires/arrets/54009/bus,1,97,0,20S,POINT (300407.8821949653 5045816.900346695)
3918,54010,54010,Parc du Mont-Royal,http://m.stm.info/fr/horaires/arrets/54010/bus,1,97,0,20S,POINT (297799.7978897511 5041789.207892252)
3919,54011,54011,Notre-Dame / Beausoleil (est),http://m.stm.info/fr/horaires/arrets/54011/bus,1,"189,362,487",0,20S,POINT (305586.3018148248 5060863.01116184)
3920,54012,54012,Monk / De La Vérendrye,http://m.stm.info/fr/horaires/arrets/54012/bus,1,"36,350",0,20S,POINT (297633.4744137583 5034124.411303336)
3921,54013,54013,Saint-Denis / De La Gauchetière,http://m.stm.info/fr/horaires/arrets/54013/bus,1,14,0,20S,POINT (300335.5330444 5041359.815679641)
3922,54014,54014,Station Beaubien,http://m.stm.info/fr/horaires/arrets/54014/bus,1,160,0,20S,POINT (296602.5251807821 5043913.817958636)
3923,54015,54015,de Monkland / Coronation,http://m.stm.info/fr/horaires/arrets/54015/bus,1,162,0,20S,POINT (294092.2102383804 5035548.904827353)
3924,54016,54016,École Lucien-Pagé (Jarry / Centre Ste-Croix),http://m.stm.info/fr/horaires/arrets/54016/bus,1,193,0,20S,POINT (294464.1341415672 5044173.914172226)
3925,54017,54017,Turenne / De Cadillac,http://m.stm.info/fr/horaires/arrets/54017/bus,1,32,0,20S,POINT (300754.1630969092 5048725.207546133)
3926,54018,54018,Station Charlevoix,http://m.stm.info/fr/horaires/arrets/54018/bus,1,"57,71",0,20S,POINT (299368.6378723544 5037572.919934688)
3927,54019,54019,Hôpital Notre-Dame (Sherbrooke / De Champlain),http://m.stm.info/fr/horaires/arrets/54019/bus,1,"24,356",0,20S,POINT (299781.2874393458 5042964.075373621)
3928,54020,54020,Gouin / Wood,http://m.stm.info/fr/horaires/arrets/54020/bus,2,"68,382,468",0,20S,POINT (285142.3180473424 5041335.56314129)
3929,54034,54034,Lambert-Closse / Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/54034/bus,1,15,0,20S,POINT (298227.461050763 5038942.912496909)
3930,54035,54035,Elmhurst / Saint-Jacques,http://m.stm.info/fr/horaires/arrets/54035/bus,1,"123,356",0,20S,POINT (294024.1773157014 5034868.1281099)
3931,54037,54037,Station Sauvé (Édicule Sud),http://m.stm.info/fr/horaires/arrets/54037/bus,1,31,0,20S,POINT (292553.2839255169 5045688.635699413)
3932,54038,54038,Station Frontenac (Frontenac / Ontario),http://m.stm.info/fr/horaires/arrets/54038/bus,1,"94,356,357,362,368",0,20S,POINT (300707.3949628478 5043672.64114306)
3933,54039,54039,Station Frontenac (Frontenac / Ontario),http://m.stm.info/fr/horaires/arrets/54039/bus,1,"185,358,360",0,20S,POINT (300749.0083670201 5043647.276225872)
3934,54040,54040,Station Frontenac (du Havre / Ontario),http://m.stm.info/fr/horaires/arrets/54040/bus,1,"85,94,185",0,20S,POINT (300754.827205203 5043707.838932568)
3935,54041,54041,René-Lévesque / Berri,http://m.stm.info/fr/horaires/arrets/54041/bus,1,"150,350,355,364,445",0,20S,POINT (300315.238623491 5041497.521137518)
3936,54042,54042,Atateken / Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/54042/bus,1,14,0,20S,POINT (300354.9376905716 5041950.128600429)
3937,54043,54043,Sainte-Catherine / Dorion,http://m.stm.info/fr/horaires/arrets/54043/bus,1,358,0,20S,POINT (300783.1889124165 5042625.626686839)
3938,54044,54044,Saint-Rémi / Pullman,http://m.stm.info/fr/horaires/arrets/54044/bus,1,"37,78",0,20S,POINT (297225.3890620694 5037051.270968682)
3939,54045,54045,Rosemont / No 6585,http://m.stm.info/fr/horaires/arrets/54045/bus,1,"197,370",0,20S,POINT (300506.8906086569 5049582.534061314)
3940,54047,54047,Rosemont / 19e Avenue,http://m.stm.info/fr/horaires/arrets/54047/bus,1,"197,370",0,20S,POINT (298888.2331729667 5046543.505787549)
3941,54048,54048,Maurice-Duplessis / 6e Avenue,http://m.stm.info/fr/horaires/arrets/54048/bus,1,"43,49,380,448",0,20S,POINT (296869.7182495038 5053776.453743935)
3942,54049,54049,Perras / Pierre-Baillargeon,http://m.stm.info/fr/horaires/arrets/54049/bus,1,"43,48,372,449",0,20S,POINT (298400.492851697 5056337.43056767)
3943,54050,54050,Perras / Pierre-Baillargeon,http://m.stm.info/fr/horaires/arrets/54050/bus,1,"43,48,372,449",0,20S,POINT (298393.8963103467 5056289.649961475)
3944,54051,54051,Maurice-Duplessis / No 7588,http://m.stm.info/fr/horaires/arrets/54051/bus,1,"43,49,380,448",0,20S,POINT (297210.5915797396 5054056.196971417)
3945,54052,54052,Saint-Michel / du Mont-Royal,http://m.stm.info/fr/horaires/arrets/54052/bus,1,97,0,20S,POINT (299772.7013272948 5045406.969143067)
3946,54053,54053,Perras / 6e Avenue,http://m.stm.info/fr/horaires/arrets/54053/bus,1,"48,353,432",0,20S,POINT (296282.4743542042 5054588.498189229)
3947,54054,54054,Perras / 6e Avenue,http://m.stm.info/fr/horaires/arrets/54054/bus,1,"48,353,432",0,20S,POINT (296285.8795447703 5054627.056770267)
3948,54056,54056,Gouin / No 13300,http://m.stm.info/fr/horaires/arrets/54056/bus,1,183,0,20S,POINT (304029.7386322741 5062084.040727656)
3949,54058,54058,Aréna Howie-Morenz (Querbes/No 8650),http://m.stm.info/fr/horaires/arrets/54058/bus,1,193,0,20S,POINT (293569.0987491171 5043855.283755173)
3950,54059,54059,Honoré-Beaugrand / Hochelaga,http://m.stm.info/fr/horaires/arrets/54059/bus,1,189,0,20S,POINT (302830.1286881368 5050392.414502892)
3951,54060,54060,Maurice-Duplessis / 54e Avenue,http://m.stm.info/fr/horaires/arrets/54060/bus,1,"48,81,353,448",0,20S,POINT (299718.9167283626 5056567.598580917)
3952,54061,54061,Maurice-Duplessis / 54e Avenue,http://m.stm.info/fr/horaires/arrets/54061/bus,1,"48,81,353,448",0,20S,POINT (299702.6717489892 5056527.603789377)
3953,54062,54062,Maurice-Duplessis / Jean-Yves-Bigras,http://m.stm.info/fr/horaires/arrets/54062/bus,1,"48,81,353,448",0,20S,POINT (299563.1670172015 5056453.482090322)
3954,54063,54063,Perras / Armand-Bombardier,http://m.stm.info/fr/horaires/arrets/54063/bus,1,432,0,20S,POINT (297187.2901440439 5055347.037180187)
3955,54064,54064,Gouin / Camille,http://m.stm.info/fr/horaires/arrets/54064/bus,2,"68,382,468",0,20S,POINT (285009.2233291792 5041201.845473007)
3956,54066,54066,Décarie / Sherbrooke,http://m.stm.info/fr/horaires/arrets/54066/bus,1,102,0,20S,POINT (296271.5021422442 5037164.623522709)
3957,54067,54067,Jean-Talon / de Nancy,http://m.stm.info/fr/horaires/arrets/54067/bus,1,"92,369,372",0,20S,POINT (293645.1612794845 5040554.66351983)
3958,54068,54068,Jean-Talon / de Nancy,http://m.stm.info/fr/horaires/arrets/54068/bus,1,"92,369,372",0,20S,POINT (293605.0612451278 5040460.162542991)
3959,54069,54069,Station Laurier Sud (Rivard / Gilford),http://m.stm.info/fr/horaires/arrets/54069/bus,1,51,0,20S,POINT (298037.4729296148 5042957.044919231)
3960,54070,54070,McGill / Saint-Paul,http://m.stm.info/fr/horaires/arrets/54070/bus,1,"35,61,75",0,20S,POINT (300317.4725346012 5040030.484188458)
3961,54071,54071,Frontenac / Mondelet,http://m.stm.info/fr/horaires/arrets/54071/bus,1,"94,350,353,355,357,358,364",0,20S,POINT (301169.2224732279 5043393.528826146)
3962,54072,54072,Girouard / Notre-Dame-de-Grâce,http://m.stm.info/fr/horaires/arrets/54072/bus,1,102,0,20S,POINT (295567.2615996854 5037257.190116142)
3963,54073,54073,Perras / 57e Avenue,http://m.stm.info/fr/horaires/arrets/54073/bus,1,"43,49,372,449",0,20S,POINT (299380.2805543118 5057320.812690383)
3964,54074,54074,Station Snowdon (Queen-Mary / de Westbury),http://m.stm.info/fr/horaires/arrets/54074/bus,1,51,0,20S,POINT (294805.4312763874 5038388.662292596)
3965,54075,54075,Laurendeau / D'Arcy-McGee,http://m.stm.info/fr/horaires/arrets/54075/bus,1,78,0,20S,POINT (297796.9914232547 5034712.991660386)
3966,54077,54077,Côte-Saint-Luc / de Terrebonne,http://m.stm.info/fr/horaires/arrets/54077/bus,1,66,0,20S,POINT (295054.269186368 5037696.484829198)
3967,54078,54078,Ridgewood / No 3280,http://m.stm.info/fr/horaires/arrets/54078/bus,1,"11,166",0,20S,POINT (296237.033830382 5039409.503153187)
3968,54079,54079,du Mont-Royal / Jeanne-Mance,http://m.stm.info/fr/horaires/arrets/54079/bus,1,97,0,20S,POINT (297846.3661133222 5041933.626271707)
3969,54080,54080,Station Radisson (Sherbrooke / du Trianon),http://m.stm.info/fr/horaires/arrets/54080/bus,1,"185,364,370,432,444",0,20S,POINT (301762.833384843 5049973.206141301)
3970,54082,54082,de l'Acadie / Arthur-Lismer,http://m.stm.info/fr/horaires/arrets/54082/bus,1,"179,365",0,20S,POINT (291638.7830577391 5043964.391085114)
3971,54083,54083,de l'Acadie / Arthur-Lismer,http://m.stm.info/fr/horaires/arrets/54083/bus,1,"179,365",0,20S,POINT (291609.1853057693 5043928.55777278)
3972,54085,54085,Jarry / Crémazie,http://m.stm.info/fr/horaires/arrets/54085/bus,1,193,0,20S,POINT (295855.7334624825 5046498.203241513)
3973,54087,54087,Fleury / Verville,http://m.stm.info/fr/horaires/arrets/54087/bus,1,180,0,20S,POINT (291661.828884287 5044787.050578822)
3974,54088,54088,Station Sauvé (Édicule Sud),http://m.stm.info/fr/horaires/arrets/54088/bus,1,180,0,20S,POINT (292585.6021765627 5045605.001481846)
3975,54089,54089,Fleury / Berri,http://m.stm.info/fr/horaires/arrets/54089/bus,1,180,0,20S,POINT (292122.612199462 5045890.196345543)
3976,54091,54091,Ontario / Préfontaine,http://m.stm.info/fr/horaires/arrets/54091/bus,1,"125,355",0,20S,POINT (301062.7029072296 5044475.2310155)
3977,54092,54092,Côte-Saint-Luc / Cumberland,http://m.stm.info/fr/horaires/arrets/54092/bus,1,420,0,20S,POINT (293169.1220538402 5036805.092941709)
3978,54093,54093,Georges-Baril / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/54093/bus,1,146,0,20S,POINT (291831.0316097367 5046738.730256301)
3979,54094,54094,20e Avenue / Everett,http://m.stm.info/fr/horaires/arrets/54094/bus,1,93,0,20S,POINT (297376.2087701171 5047347.26440369)
3980,54095,54095,Station Jean-Talon Nord (Jean-Talon / Berri),http://m.stm.info/fr/horaires/arrets/54095/bus,1,93,0,20S,POINT (295892.5824089135 5044355.644496093)
3981,54096,54096,Pierre-De Coubertin / Charlemagne,http://m.stm.info/fr/horaires/arrets/54096/bus,1,97,0,20S,POINT (300707.1025897733 5045856.149452416)
3982,54097,54097,Charlemagne / Saint-Joseph,http://m.stm.info/fr/horaires/arrets/54097/bus,1,27,0,20S,POINT (299808.4286521128 5046245.539084322)
3983,54098,54098,Pie-IX / Saint-Joseph,http://m.stm.info/fr/horaires/arrets/54098/bus,1,27,0,20S,POINT (299869.5005095383 5046368.957946099)
3984,54099,54099,Saint-Joseph / 13e Avenue,http://m.stm.info/fr/horaires/arrets/54099/bus,1,27,0,20S,POINT (299533.061571755 5045682.438640832)
3985,54100,54100,Jolicoeur / Drake,http://m.stm.info/fr/horaires/arrets/54100/bus,1,"37,350",0,20S,POINT (298382.2005712909 5035244.455997375)
3986,54101,54101,Station Jolicoeur (Drake / Jolicoeur),http://m.stm.info/fr/horaires/arrets/54101/bus,1,112,0,20S,POINT (298372.1679320241 5035223.129342237)
3987,54103,54103,du Centre / Wellington,http://m.stm.info/fr/horaires/arrets/54103/bus,1,107,0,20S,POINT (300269.861918858 5038381.45509905)
3988,54104,54104,Station Vendôme,http://m.stm.info/fr/horaires/arrets/54104/bus,1,124,0,20S,POINT (296698.3124637578 5037099.158727226)
3989,54105,54105,Station Angrignon,http://m.stm.info/fr/horaires/arrets/54105/bus,1,36,0,20S,POINT (296741.2268752976 5034040.921661709)
3990,54106,54106,Station Angrignon,http://m.stm.info/fr/horaires/arrets/54106/bus,1,110,0,20S,POINT (296722.5159191791 5034089.953803681)
3991,54107,54107,Station Angrignon,http://m.stm.info/fr/horaires/arrets/54107/bus,1,"113,350",0,20S,POINT (296663.0221497365 5034056.358230803)
3992,54108,54108,Station Angrignon,http://m.stm.info/fr/horaires/arrets/54108/bus,1,78,0,20S,POINT (296617.3842230561 5034091.089866793)
3993,54109,54109,Station Angrignon,http://m.stm.info/fr/horaires/arrets/54109/bus,1,"195,350",0,20S,POINT (296642.1673758001 5034080.389233559)
3994,54110,54110,Station Angrignon,http://m.stm.info/fr/horaires/arrets/54110/bus,1,"106,406",0,20S,POINT (296651.334179204 5034031.258080106)
3995,54111,54111,Station Angrignon,http://m.stm.info/fr/horaires/arrets/54111/bus,1,37,0,20S,POINT (296635.817088898 5034069.506775044)
3996,54112,54112,Station Angrignon,http://m.stm.info/fr/horaires/arrets/54112/bus,2,"78,109",0,20S,POINT (296600.3851339386 5034012.321138566)
3997,54114,54114,Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/54114/bus,1,171,0,20S,POINT (291728.868128883 5046189.950297203)
3998,54115,54115,Station Honoré-Beaugrand,http://m.stm.info/fr/horaires/arrets/54115/bus,1,"186,187,486,487",0,20S,POINT (302077.7118484295 5050789.438971261)
3999,54116,54116,100e Avenue / Bureau,http://m.stm.info/fr/horaires/arrets/54116/bus,1,487,0,20S,POINT (306298.1730335066 5062348.784029363)
4000,54117,54117,Station Papineau (Dorion / Sainte-Catherine),http://m.stm.info/fr/horaires/arrets/54117/bus,1,150,0,20S,POINT (300710.8871501901 5042679.683042577)
4001,54119,54119,Station Honoré-Beaugrand / Terminus Nord,http://m.stm.info/fr/horaires/arrets/54119/bus,1,486,0,20S,POINT (301989.7023826785 5050772.80803081)
4002,54120,54120,Legendre / Clark,http://m.stm.info/fr/horaires/arrets/54120/bus,1,146,0,20S,POINT (293205.50179609 5044768.780205925)
4003,54122,54122,Meilleur / de Louvain,http://m.stm.info/fr/horaires/arrets/54122/bus,1,"135,146",0,20S,POINT (292416.0957315326 5044304.426136906)
4004,54123,54123,Meilleur / Fleury,http://m.stm.info/fr/horaires/arrets/54123/bus,1,146,0,20S,POINT (291599.9714852422 5044634.374385007)
4005,54124,54124,Hogue / Fleury,http://m.stm.info/fr/horaires/arrets/54124/bus,1,180,0,20S,POINT (291596.1252200211 5044699.172287202)
4006,54125,54125,Meilleur / Chabanel,http://m.stm.info/fr/horaires/arrets/54125/bus,1,"135,146",0,20S,POINT (292658.2861935429 5044189.153488298)
4007,54126,54126,Saint-Hubert / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/54126/bus,1,30,0,20S,POINT (291793.3677946862 5046495.984779256)
4008,54127,54127,Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/54127/bus,1,"30,48,49,146,164,171,469",0,20S,POINT (291739.8634916649 5046258.606944655)
4009,54129,54129,Beaubien / 42e Avenue,http://m.stm.info/fr/horaires/arrets/54129/bus,1,"18,353",0,20S,POINT (299370.3233742625 5048270.946917954)
4010,54130,54130,D'Iberville / No 5455,http://m.stm.info/fr/horaires/arrets/54130/bus,1,94,0,20S,POINT (298641.1847328026 5044836.207689422)
4011,54131,54131,Saint-Jean-Baptiste / No 850,http://m.stm.info/fr/horaires/arrets/54131/bus,1,"81,86",0,20S,POINT (305177.3041581102 5055641.692211547)
4012,54132,54132,Saint-Jean-Baptiste / No 850,http://m.stm.info/fr/horaires/arrets/54132/bus,1,"81,86",0,20S,POINT (305176.2895262358 5055661.807256907)
4013,54133,54133,Lac aux Castors,http://m.stm.info/fr/horaires/arrets/54133/bus,1,"11,711",0,20S,POINT (296955.4663889009 5039976.55273473)
4014,54134,54134,Van Horne / de Vimy,http://m.stm.info/fr/horaires/arrets/54134/bus,1,"161,370",0,20S,POINT (295341.8107615822 5041534.496707935)
4015,54135,54135,Van Horne / de Vimy,http://m.stm.info/fr/horaires/arrets/54135/bus,1,"161,370",0,20S,POINT (295341.7678793271 5041506.047249998)
4016,54136,54136,Beaubien / 1re Avenue,http://m.stm.info/fr/horaires/arrets/54136/bus,1,"18,445",0,20S,POINT (297742.8267925883 5045592.293182586)
4017,54137,54137,Atwater / du Docteur-Penfield,http://m.stm.info/fr/horaires/arrets/54137/bus,2,"144,360",0,20S,POINT (297883.1001511139 5039465.15082029)
4018,54138,54138,Ozias-Leduc / Perras,http://m.stm.info/fr/horaires/arrets/54138/bus,1,"33,48",0,20S,POINT (295810.1083824518 5054187.413393943)
4019,54139,54139,Hôpital Rivière-des-Prairies (Perras / Ozias-Leduc,http://m.stm.info/fr/horaires/arrets/54139/bus,1,"48,353,432",0,20S,POINT (295830.3980957664 5054144.597980905)
4020,54140,54140,Saint-Urbain / Roy,http://m.stm.info/fr/horaires/arrets/54140/bus,1,29,0,20S,POINT (298797.1348541641 5041576.025691749)
4021,54141,54141,Vézina / Coolbrook,http://m.stm.info/fr/horaires/arrets/54141/bus,1,160,0,20S,POINT (293187.316281996 5039075.676507439)
4022,54143,54143,Sherbrooke / Elmhurst,http://m.stm.info/fr/horaires/arrets/54143/bus,1,162,0,20S,POINT (293716.9677781669 5034966.678637025)
4023,54144,54144,Victoria / de la Savane,http://m.stm.info/fr/horaires/arrets/54144/bus,1,124,0,20S,POINT (293125.6368183062 5040079.412539848)
4024,54145,54145,Lajeunesse / de Castelnau,http://m.stm.info/fr/horaires/arrets/54145/bus,1,99,0,20S,POINT (295732.2903567171 5044491.121248404)
4025,54146,54146,Lajeunesse / Faillon,http://m.stm.info/fr/horaires/arrets/54146/bus,1,99,0,20S,POINT (295487.6119924949 5044591.053731365)
4026,54147,54147,Notre-Dame / Antoine-Bazinet,http://m.stm.info/fr/horaires/arrets/54147/bus,2,"189,362,410,487",0,20S,POINT (305362.7154126297 5059595.503817894)
4027,54148,54148,Station Atwater (Ste-Catherine / Lambert-Closse),http://m.stm.info/fr/horaires/arrets/54148/bus,1,"150,364,371",0,20S,POINT (298253.2715556286 5038883.764185226)
4028,54150,54150,du Mont-Cassin / Meilleur,http://m.stm.info/fr/horaires/arrets/54150/bus,1,146,0,20S,POINT (291681.632379505 5044622.645265609)
4029,54151,54151,Perras / Rodolphe-Forget,http://m.stm.info/fr/horaires/arrets/54151/bus,1,"43,372,449",0,20S,POINT (298646.3973258379 5056635.798996648)
4030,54152,54152,Perras / Rodolphe-Forget,http://m.stm.info/fr/horaires/arrets/54152/bus,1,"43,48,81,372,449",0,20S,POINT (298633.0951035095 5056583.245991835)
4031,54154,54154,Perras / Fernand-Gauthier,http://m.stm.info/fr/horaires/arrets/54154/bus,1,"48,353,432",0,20S,POINT (296726.7016112283 5055041.332039502)
4032,54155,54155,Perras / 4e Avenue,http://m.stm.info/fr/horaires/arrets/54155/bus,1,"48,353,432",0,20S,POINT (296187.9748763189 5054530.949574058)
4033,54158,54158,Laurendeau / Jolicoeur,http://m.stm.info/fr/horaires/arrets/54158/bus,1,78,0,20S,POINT (297888.2208445233 5035237.645078662)
4034,54159,54159,du Mont-Royal / Côte-Sainte-Catherine,http://m.stm.info/fr/horaires/arrets/54159/bus,1,11,0,20S,POINT (297756.598524839 5041794.145996843)
4035,54160,54160,Elmhurst / Sherbrooke,http://m.stm.info/fr/horaires/arrets/54160/bus,1,"123,356",0,20S,POINT (293759.8336658812 5035014.055688857)
4036,54163,54163,René-Lévesque / Amesbury,http://m.stm.info/fr/horaires/arrets/54163/bus,1,480,0,20S,POINT (298879.2129903531 5039216.645078293)
4037,54164,54164,Sherbrooke / Valois,http://m.stm.info/fr/horaires/arrets/54164/bus,1,"185,364",0,20S,POINT (300500.3661119732 5045647.027287639)
4038,54165,54165,Saint-Jacques / de la Montagne,http://m.stm.info/fr/horaires/arrets/54165/bus,1,36,0,20S,POINT (299566.3082609891 5039390.954042872)
4039,54166,54166,De Maisonneuve / Chomedey,http://m.stm.info/fr/horaires/arrets/54166/bus,1,"15,57",0,20S,POINT (298215.6321803632 5039067.057520041)
4040,54167,54167,Station Laurier Sud (Rivard / Saint-Joseph),http://m.stm.info/fr/horaires/arrets/54167/bus,1,46,0,20S,POINT (297988.3630226169 5042978.768623037)
4041,54168,54168,Saint-Denis / No 5675,http://m.stm.info/fr/horaires/arrets/54168/bus,1,31,0,20S,POINT (297188.1645041573 5043425.435782737)
4042,54169,54169,Berri / Gouin,http://m.stm.info/fr/horaires/arrets/54169/bus,1,31,0,20S,POINT (291456.8356736687 5046142.292408177)
4043,54170,54170,Station Parc (Jean-Talon / du Parc),http://m.stm.info/fr/horaires/arrets/54170/bus,1,"92,372",0,20S,POINT (295243.6090458814 5043386.867843736)
4044,54171,54171,Jean-Talon / De Chateaubriand,http://m.stm.info/fr/horaires/arrets/54171/bus,1,372,0,20S,POINT (295935.7028195313 5044418.817157931)
4045,54172,54172,Station Jean-Talon Nord / Lajeunesse,http://m.stm.info/fr/horaires/arrets/54172/bus,1,99,0,20S,POINT (295915.4874492337 5044426.847236919)
4046,54173,54173,Notre-Dame-de-Grâce / Grand Boulevard,http://m.stm.info/fr/horaires/arrets/54173/bus,1,138,0,20S,POINT (295067.66416307 5036350.455432627)
4047,54174,54174,Station Langelier (Langelier / Sherbrooke),http://m.stm.info/fr/horaires/arrets/54174/bus,1,33,0,20S,POINT (301454.6117119018 5049208.774117973)
4048,54175,54175,Lucien-L'Allier / René-Lévesque,http://m.stm.info/fr/horaires/arrets/54175/bus,2,"410,430",0,20S,POINT (299168.3238119087 5039473.868283921)
4049,54177,54177,La Ronde,http://m.stm.info/fr/horaires/arrets/54177/bus,1,769,0,20S,POINT (301986.4921277671 5042402.820887798)
4050,54179,54179,Station Rosemont,http://m.stm.info/fr/horaires/arrets/54179/bus,1,31,0,20S,POINT (297211.2803924889 5043486.641058675)
4051,54180,54180,Saint-Michel / Robert,http://m.stm.info/fr/horaires/arrets/54180/bus,1,"41,67,357,467",0,20S,POINT (295569.2747527358 5047543.369772959)
4052,54181,54181,Station Lionel-Groulx (Atwater / Lionel-Groulx),http://m.stm.info/fr/horaires/arrets/54181/bus,1,"108,350",0,20S,POINT (298633.0280364077 5038122.24853366)
4053,54184,54184,Station Saint-Michel (Édicule Est),http://m.stm.info/fr/horaires/arrets/54184/bus,1,141,0,20S,POINT (297014.805086064 5046664.020153761)
4054,54185,54185,Atwater / Sherbrooke,http://m.stm.info/fr/horaires/arrets/54185/bus,1,"144,360",0,20S,POINT (297946.7015021768 5039018.447882931)
4055,54186,54186,Gouin / No 7015,http://m.stm.info/fr/horaires/arrets/54186/bus,1,"33,48",0,20S,POINT (295515.6645829849 5054387.439051727)
4056,54188,54188,Station Papineau (Dorion / Sainte-Catherine),http://m.stm.info/fr/horaires/arrets/54188/bus,1,34,0,20S,POINT (300737.2793978187 5042662.218334073)
4057,54189,54189,Pie-IX / 56e Rue,http://m.stm.info/fr/horaires/arrets/54189/bus,1,"39,41,139,355",0,20S,POINT (294822.5916889729 5049213.053355611)
4058,54192,54192,Dickson / Souligny,http://m.stm.info/fr/horaires/arrets/54192/bus,2,22,0,20S,POINT (302274.089966048 5047531.409097496)
4059,54193,54193,Dickson / Souligny,http://m.stm.info/fr/horaires/arrets/54193/bus,2,22,0,20S,POINT (302275.1746041194 5047511.182677438)
4060,54194,54194,Sainte-Anne-de-Bellevue / Saint-Jacques,http://m.stm.info/fr/horaires/arrets/54194/bus,1,90,0,20S,POINT (294548.8711888639 5035126.850138375)
4061,54195,54195,Station Namur (Jean-Talon / Décarie),http://m.stm.info/fr/horaires/arrets/54195/bus,1,"115,369",0,20S,POINT (292905.1111182913 5039467.495894172)
4062,54196,54196,Notre-Dame / Bossuet,http://m.stm.info/fr/horaires/arrets/54196/bus,1,22,0,20S,POINT (303048.4890210031 5047531.144655455)
